case_id,protocol_signature,target_seed,rep_seed,target_min_probability,target_has_zero_support,target_sha256,pi_sha256,wstar_policy,updated,reference_loss,gradient_fro,weight_fro,weight_operator,weight_nuclear,weight_stable_rank,alignment_with_B,alignment_with_H0invB,prediction_marginal_tv,prediction_entropy,ce_head,mass_head,ce_middle,mass_middle,ce_tail,mass_tail,status,solver,seconds,device,reference_method,weight_nuclear_effective_rank,weight_rank_rel_ge_1e-2,weight_rank_rel_ge_1e-3,weight_rank_rel_ge_1e-4,weight_rank_rel_ge_1e-6
sample_k4,7e1fa4cf03d50dcb88d0,0,0,0.0,True,d14a7c37ff163519566a14b50f691773eda7192b11566ddc1da8c788e33e3cb6,01ae30e1e8d3568e58d73871819710306c3f92449380d912426ebbf45e6d476d,Only skip settings whose target is known to have no finite minimizer under the zero-bias softmax model. Other targets get a limited-budget reference attempt and are marked approximate if the solver cannot certify stationarity.,1788342268.575165,3.098965280528726,0.003922562580555677,522.7578735351562,120.74522847613856,6442.102512009951,18.743956364523783,0.28090533670374696,0.766609733751167,0.20388297736644745,3.078393553906466,2.0176810994480996,0.8378657698631287,8.20821273826857,0.11775431036949158,9.956469789821357,0.04437987878918648,attempted_zero_support_approximate,torch_lbfgs_strong_wolfe,67.88013029098511,cuda,lbfgs,151.8637231369512,247,256,256,256
