case_id,protocol_signature,target_seed,rep_seed,target_min_probability,target_has_zero_support,target_sha256,pi_sha256,wstar_policy,updated,status,reference_loss,explanation
hard_copy,91af12627b6e305f0ce1,0,0,0.0,True,bf0db1b9484827f3163a8ebcd253c83ed4a4a5bc83def43d15e25c2599b1020d,01ae30e1e8d3568e58d73871819710306c3f92449380d912426ebbf45e6d476d,Only skip settings whose target is known to have no finite minimizer under the zero-bias softmax model. Zero-support targets are still attempted and marked approximate if the solver cannot certify stationarity.,1788331410.1103294,skipped_definitely_no_finite_optimum,,"This setting is treated as having no finite softmax minimizer under the zero-bias protocol, so no W* reference line is drawn."
