method,target_seed,rep_seed,lr,auc,final_loss,seconds
gd_ls,0,0,,1.7403451894375868,5.341587429110803,94.56299999996554
muon_ls,0,0,,1.6255829222972216,4.955547534392373,103.40599999995902
h0_ls,0,0,,1.608460050813928,4.881989519528001,107.70400000002701
signgd_ls,0,0,,1.724514246935707,5.244547955904309,96.60999999998603
ngd_const,0,0,10.0,1.7255022674941531,5.2315136636131365,6.484000000054948
h0_const,0,0,0.0316227766017,1.6162804021873167,4.9003189765594755,22.969000000040978
gd_const,0,0,237.137370566,1.7302450268521294,5.431957876341868,6.407000000006519
muon_const,0,0,2.37137370566,1.6311383686805647,4.97190567681663,30.42099999997299
signgd_const,0,0,0.0562341325191,1.7314214865680717,5.436998524010681,27.281000000075437
