case_id,protocol_signature,target_seed,rep_seed,target_min_probability,target_has_zero_support,target_sha256,pi_sha256,wstar_policy,updated,reference_loss,gradient_fro,weight_fro,weight_operator,weight_nuclear,weight_stable_rank,alignment_with_B,alignment_with_H0invB,prediction_marginal_tv,prediction_entropy,ce_head,mass_head,ce_middle,mass_middle,ce_tail,mass_tail,status,solver,seconds,device,reference_method,weight_nuclear_effective_rank,weight_rank_rel_ge_1e-2,weight_rank_rel_ge_1e-3,weight_rank_rel_ge_1e-4,weight_rank_rel_ge_1e-6
independent,49e5a0958ac1f18e9164,0,0,1.6136180420289747e-05,False,859ca58aeb8580d26ddf5d1a38f4ba0df73aeaf7fe4c1954819916accf01f7a6,01ae30e1e8d3568e58d73871819710306c3f92449380d912426ebbf45e6d476d,Only skip settings whose target is known to have no finite minimizer under the zero-bias softmax model. Other targets get a limited-budget reference attempt and are marked approximate if the solver cannot certify stationarity.,1788363239.3695607,7.732634844997226,0.00032598894904367626,184.57708740234375,182.5965394738399,244.75137214784226,1.0218109207313448,0.3790666127657781,0.8769823043792409,0.5613964200019836,7.734049044603243,7.531719249166862,0.8378657698631287,8.750805116860574,0.11775431036949158,8.8242709730603,0.04437987878918648,approximate,torch_lbfgs_strong_wolfe,47.56541657447815,cuda,lbfgs,1.758306758068643,8,23,62,229
