case_id,protocol_signature,target_seed,rep_seed,target_min_probability,target_has_zero_support,target_sha256,pi_sha256,wstar_policy,updated,reference_loss,gradient_fro,weight_fro,weight_operator,weight_nuclear,weight_stable_rank,alignment_with_B,alignment_with_H0invB,prediction_marginal_tv,prediction_entropy,ce_head,mass_head,ce_middle,mass_middle,ce_tail,mass_tail,status,solver,seconds,device,reference_method,weight_nuclear_effective_rank,weight_rank_rel_ge_1e-2,weight_rank_rel_ge_1e-3,weight_rank_rel_ge_1e-4,weight_rank_rel_ge_1e-6
rewire_mix_0.5,653a0aa961180688202d,0,0,1.61361786155112e-08,False,56974a3a256ec009c04d7a12b3a6a0569f34223b04f8848230814d1c2f1ec42e,01ae30e1e8d3568e58d73871819710306c3f92449380d912426ebbf45e6d476d,Only skip settings whose target is known to have no finite minimizer under the zero-bias softmax model. Other targets get a limited-budget reference attempt and are marked approximate if the solver cannot certify stationarity.,1788339108.2937284,7.471128047561603,0.00028363356250338256,235.70655822753906,170.13752293474,1984.3294209935634,1.9193011684994414,0.3274611967053923,0.8422343935998133,0.5293851494789124,7.4720496086137,7.230167379484258,0.8378657698631287,8.658681641205485,0.11775431036949158,8.869361865799508,0.04437987878918648,approximate,torch_lbfgs_strong_wolfe,60.03589868545532,cuda,lbfgs,70.87355286965078,204,251,256,256
