case_id,protocol_signature,target_seed,rep_seed,target_min_probability,target_has_zero_support,target_sha256,pi_sha256,wstar_policy,updated,reference_loss,gradient_fro,weight_fro,weight_operator,weight_nuclear,weight_stable_rank,alignment_with_B,alignment_with_H0invB,prediction_marginal_tv,prediction_entropy,ce_head,mass_head,ce_middle,mass_middle,ce_tail,mass_tail,status,solver,seconds,device,reference_method,weight_nuclear_effective_rank,weight_rank_rel_ge_1e-2,weight_rank_rel_ge_1e-3,weight_rank_rel_ge_1e-4,weight_rank_rel_ge_1e-6
prototype_32,c5a3567afd3dc40f5bb0,0,0,1.6136180391868038e-08,False,cd63318a857d10adbfb27631aedf16c779260440603fae7c0129b5e5b345fcc0,01ae30e1e8d3568e58d73871819710306c3f92449380d912426ebbf45e6d476d,Only skip settings whose target is known to have no finite minimizer under the zero-bias softmax model. Other targets get a limited-budget reference attempt and are marked approximate if the solver cannot certify stationarity.,1788346331.3945324,7.239487280002193,0.0003409908968023956,229.4556427001953,153.6631314965806,1132.3225470626626,2.2297599998011077,0.33399864111253796,0.7923485454306115,0.49496883153915405,7.236585345656723,6.940047711434265,0.8378657698631287,8.721327384913593,0.11775431036949158,8.96092960385269,0.04437987878918648,approximate,torch_lbfgs_strong_wolfe,64.49449610710144,cuda,lbfgs,24.35245958257659,65,194,248,256
