run,eval_loss,eval_acc,eval_full_vocab_acc,eval_margin,eval_head_acc,eval_tail_acc,step,variant,train_scope,d_model,n_heads,seq_len,n_q,n_k,n_v,m,optimizer,lr,muon_lr,seed,elapsed_s,params_total,params_trainable,prompt_len,train_episodes,train_tokens,eval_episodes_per_eval,random_baseline,spec_group,spec_label,spec_variant,spec_train_scope,spec_optimizer,spec_lr,spec_seed,spec_seq_len,spec_d_model,spec_steps,auc_acc,t80_step
arch_1l_attn_seq16_d128_adamw_lr0p001_seed0,2.9736363887786865,0.15234375,0.15234375,-1.7268359661102295,0.1484375,0.140625,2500,one_layer_attn,all,128,4,16,128,128,512,7,adamw,0.001,0.02,0,19.851376599865038,174976,174976,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,16,128,2500,0.136328125,
arch_1l_attn_seq16_d128_adamw_lr0p001_seed1,3.0184543132781982,0.1640625,0.1640625,-1.751910924911499,0.1875,0.203125,2500,one_layer_attn,all,128,4,16,128,128,512,7,adamw,0.001,0.02,1,18.287118900101632,174976,174976,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,16,128,2500,0.1478515625,
arch_1l_attn_seq16_d256_adamw_lr0p001_seed0,2.7724997997283936,0.158203125,0.158203125,-1.5919702053070068,0.140625,0.1953125,2500,one_layer_attn,all,256,4,16,128,128,512,7,adamw,0.001,0.02,0,20.709199000149965,481024,481024,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,16,256,2500,0.15146484375,
arch_1l_attn_seq16_d256_adamw_lr0p001_seed1,2.9300334453582764,0.12890625,0.12890625,-1.7928404808044434,0.1484375,0.1484375,2500,one_layer_attn,all,256,4,16,128,128,512,7,adamw,0.001,0.02,1,21.034078700002283,481024,481024,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,16,256,2500,0.147265625,
arch_1l_attn_seq16_d64_adamw_lr0p001_seed0,3.450434446334839,0.17578125,0.16796875,-1.8750035762786863,0.1640625,0.1875,2500,one_layer_attn,all,64,4,16,128,128,512,7,adamw,0.001,0.02,0,20.515316300094128,71104,71104,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,16,64,2500,0.146875,
arch_1l_attn_seq16_d64_adamw_lr0p001_seed1,3.498412132263184,0.14453125,0.140625,-1.9522713422775269,0.1640625,0.09375,2500,one_layer_attn,all,64,4,16,128,128,512,7,adamw,0.001,0.02,1,21.744802000001076,71104,71104,16,320000,5440000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,16,64,2500,0.141015625,
arch_1l_attn_seq32_d128_adamw_lr0p001_seed0,3.144643783569336,0.134765625,0.134765625,-1.914612293243408,0.1328125,0.1328125,2500,one_layer_attn,all,128,4,32,128,128,512,7,adamw,0.001,0.02,0,23.001934999832883,177024,177024,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,32,128,2500,0.14482421875,
arch_1l_attn_seq32_d128_adamw_lr0p001_seed1,3.0776844024658203,0.13671875,0.13671875,-1.861635684967041,0.1328125,0.1328125,2500,one_layer_attn,all,128,4,32,128,128,512,7,adamw,0.001,0.02,1,23.35231350013055,177024,177024,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,32,128,2500,0.13740234375,
arch_1l_attn_seq32_d256_adamw_lr0p001_seed0,2.8898239135742188,0.13671875,0.13671875,-1.7305383682250977,0.1328125,0.125,2500,one_layer_attn,all,256,4,32,128,128,512,7,adamw,0.001,0.02,0,23.955379699822515,485120,485120,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,32,256,2500,0.15126953125,
arch_1l_attn_seq32_d256_adamw_lr0p001_seed1,2.8721394538879395,0.130859375,0.130859375,-1.7343697547912598,0.140625,0.125,2500,one_layer_attn,all,256,4,32,128,128,512,7,adamw,0.001,0.02,1,26.235727000050247,485120,485120,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,32,256,2500,0.14580078125,
arch_1l_attn_seq32_d64_adamw_lr0p001_seed0,3.420570373535156,0.15234375,0.146484375,-1.849694848060608,0.171875,0.1796875,2500,one_layer_attn,all,64,4,32,128,128,512,7,adamw,0.001,0.02,0,23.17293310002424,72128,72128,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,32,64,2500,0.143359375,
arch_1l_attn_seq32_d64_adamw_lr0p001_seed1,3.563786506652832,0.15234375,0.14453125,-2.002009868621826,0.140625,0.1328125,2500,one_layer_attn,all,64,4,32,128,128,512,7,adamw,0.001,0.02,1,23.65266719995998,72128,72128,32,320000,10560000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,32,64,2500,0.1484375,
arch_1l_attn_seq64_d128_adamw_lr0p001_seed0,3.0994091033935547,0.1484375,0.1484375,-1.8238587379455569,0.140625,0.171875,2500,one_layer_attn,all,128,4,64,128,128,512,7,adamw,0.001,0.02,0,30.32515719998628,181120,181120,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,64,128,2500,0.142578125,
arch_1l_attn_seq64_d128_adamw_lr0p001_seed1,3.059093713760376,0.162109375,0.162109375,-1.7834010124206543,0.171875,0.15625,2500,one_layer_attn,all,128,4,64,128,128,512,7,adamw,0.001,0.02,1,27.428027000045404,181120,181120,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,64,128,2500,0.15048828125,
arch_1l_attn_seq64_d256_adamw_lr0p001_seed0,2.893866062164306,0.150390625,0.150390625,-1.738430380821228,0.140625,0.1796875,2500,one_layer_attn,all,256,4,64,128,128,512,7,adamw,0.001,0.02,0,32.29685309994966,493312,493312,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,64,256,2500,0.14853515625,
arch_1l_attn_seq64_d256_adamw_lr0p001_seed1,2.8115599155426025,0.14453125,0.14453125,-1.637700438499451,0.109375,0.1484375,2500,one_layer_attn,all,256,4,64,128,128,512,7,adamw,0.001,0.02,1,31.979433299973607,493312,493312,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,64,256,2500,0.13740234375,
arch_1l_attn_seq64_d64_adamw_lr0p001_seed0,3.596815824508667,0.134765625,0.130859375,-2.001276969909668,0.203125,0.1015625,2500,one_layer_attn,all,64,4,64,128,128,512,7,adamw,0.001,0.02,0,27.38501080009155,74176,74176,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,0,64,64,2500,0.14755859375,
arch_1l_attn_seq64_d64_adamw_lr0p001_seed1,3.5407443046569824,0.150390625,0.140625,-1.9769376516342163,0.140625,0.171875,2500,one_layer_attn,all,64,4,64,128,128,512,7,adamw,0.001,0.02,1,26.62314819986932,74176,74176,64,320000,20800000,512,0.1428571428571428,arch,1L-attn,one_layer_attn,all,adamw,0.001,1,64,64,2500,0.14853515625,
arch_2l_attn_only_seq16_d128_adamw_lr0p001_seed0,4.372050285339356,0.96484375,0.96484375,2.008608102798462,0.9921875,0.9609375,2500,two_layer_attn,attention_only,128,4,16,128,128,512,7,adamw,0.001,0.02,0,25.544217500137165,241024,131072,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,16,128,2500,0.85224609375,500.0
arch_2l_attn_only_seq16_d128_adamw_lr0p001_seed1,4.340290546417236,0.9765625,0.9765625,2.0666732788085938,0.9921875,0.9453125,2500,two_layer_attn,attention_only,128,4,16,128,128,512,7,adamw,0.001,0.02,1,25.51559399999678,241024,131072,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,16,128,2500,0.84091796875,750.0
arch_2l_attn_only_seq16_d256_adamw_lr0p001_seed0,2.0866987705230717,0.99609375,0.99609375,4.358975410461426,1.0,0.9921875,2500,two_layer_attn,attention_only,256,4,16,128,128,512,7,adamw,0.001,0.02,0,25.512031099991876,744192,524288,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,16,256,2500,0.89072265625,500.0
arch_2l_attn_only_seq16_d256_adamw_lr0p001_seed1,2.0596280097961426,0.99609375,0.99609375,4.399868965148926,1.0,0.9921875,2500,two_layer_attn,attention_only,256,4,16,128,128,512,7,adamw,0.001,0.02,1,25.75698609999381,744192,524288,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,16,256,2500,0.88974609375,500.0
arch_2l_attn_only_seq16_d64_adamw_lr0p001_seed0,5.662891387939453,0.896484375,0.896484375,0.7563097476959229,0.984375,0.765625,2500,two_layer_attn,attention_only,64,4,16,128,128,512,7,adamw,0.001,0.02,0,25.6777634001337,87744,32768,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,16,64,2500,0.63505859375,1750.0
arch_2l_attn_only_seq16_d64_adamw_lr0p001_seed1,5.642653465270996,0.89453125,0.89453125,0.772659420967102,1.0,0.7890625,2500,two_layer_attn,attention_only,64,4,16,128,128,512,7,adamw,0.001,0.02,1,25.76060519996099,87744,32768,16,320000,5440000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,16,64,2500,0.6515625,1500.0
arch_2l_attn_only_seq32_d128_adamw_lr0p001_seed0,4.402761936187744,0.955078125,0.955078125,1.9661459922790527,0.9921875,0.90625,2500,two_layer_attn,attention_only,128,4,32,128,128,512,7,adamw,0.001,0.02,0,24.191940299933776,243072,131072,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,32,128,2500,0.76865234375,750.0
arch_2l_attn_only_seq32_d128_adamw_lr0p001_seed1,4.529007434844971,0.916015625,0.916015625,1.735804796218872,0.984375,0.796875,2500,two_layer_attn,attention_only,128,4,32,128,128,512,7,adamw,0.001,0.02,1,23.96493580006063,243072,131072,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,32,128,2500,0.68837890625,1250.0
arch_2l_attn_only_seq32_d256_adamw_lr0p001_seed0,2.2045016288757324,0.9765625,0.9765625,4.150009632110596,1.0,0.9765625,2500,two_layer_attn,attention_only,256,4,32,128,128,512,7,adamw,0.001,0.02,0,24.88584589981474,748288,524288,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,32,256,2500,0.84375,500.0
arch_2l_attn_only_seq32_d256_adamw_lr0p001_seed1,2.218855142593384,0.9765625,0.9765625,4.152783393859863,1.0,0.9375,2500,two_layer_attn,attention_only,256,4,32,128,128,512,7,adamw,0.001,0.02,1,25.299771399935707,748288,524288,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,32,256,2500,0.83876953125,500.0
arch_2l_attn_only_seq32_d64_adamw_lr0p001_seed0,5.759913921356201,0.814453125,0.8125,0.5768722295761108,1.0,0.6640625,2500,two_layer_attn,attention_only,64,4,32,128,128,512,7,adamw,0.001,0.02,0,25.444451699964706,88768,32768,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,32,64,2500,0.57978515625,2500.0
arch_2l_attn_only_seq32_d64_adamw_lr0p001_seed1,5.637784004211426,0.8984375,0.8984375,0.7718274593353271,1.0,0.8125,2500,two_layer_attn,attention_only,64,4,32,128,128,512,7,adamw,0.001,0.02,1,24.58134899986908,88768,32768,32,320000,10560000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,32,64,2500,0.61064453125,1500.0
arch_2l_attn_only_seq64_d128_adamw_lr0p001_seed0,4.5894293785095215,0.923828125,0.921875,1.6992533206939695,0.9921875,0.8515625,2500,two_layer_attn,attention_only,128,4,64,128,128,512,7,adamw,0.001,0.02,0,27.383385800058026,247168,131072,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,64,128,2500,0.66767578125,1250.0
arch_2l_attn_only_seq64_d128_adamw_lr0p001_seed1,4.522993564605713,0.939453125,0.939453125,1.793501615524292,1.0,0.8203125,2500,two_layer_attn,attention_only,128,4,64,128,128,512,7,adamw,0.001,0.02,1,28.330462699988857,247168,131072,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,64,128,2500,0.69775390625,1000.0
arch_2l_attn_only_seq64_d256_adamw_lr0p001_seed0,2.239222288131714,0.98828125,0.98828125,4.162025451660156,1.0,0.9609375,2500,two_layer_attn,attention_only,256,4,64,128,128,512,7,adamw,0.001,0.02,0,36.02919970010407,756480,524288,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,64,256,2500,0.74384765625,1000.0
arch_2l_attn_only_seq64_d256_adamw_lr0p001_seed1,2.412846565246582,0.953125,0.953125,3.833065032958984,0.984375,0.8984375,2500,two_layer_attn,attention_only,256,4,64,128,128,512,7,adamw,0.001,0.02,1,36.49651830014773,756480,524288,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,64,256,2500,0.77021484375,750.0
arch_2l_attn_only_seq64_d64_adamw_lr0p001_seed0,5.91959285736084,0.685546875,0.681640625,0.2869346737861633,0.9609375,0.4765625,2500,two_layer_attn,attention_only,64,4,64,128,128,512,7,adamw,0.001,0.02,0,26.16184030007571,90816,32768,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,0,64,64,2500,0.31865234375,
arch_2l_attn_only_seq64_d64_adamw_lr0p001_seed1,6.338604927062988,0.267578125,0.26171875,-0.3149380683898926,0.546875,0.1484375,2500,two_layer_attn,attention_only,64,4,64,128,128,512,7,adamw,0.001,0.02,1,27.33132540015504,90816,32768,64,320000,20800000,512,0.1428571428571428,arch,2L-attn-only,two_layer_attn,attention_only,adamw,0.001,1,64,64,2500,0.1595703125,
arch_2l_attn_seq16_d128_adamw_lr0p001_seed0,0.3153491616249084,0.94140625,0.94140625,10.070717811584473,0.9765625,0.9375,2500,two_layer_attn,all,128,4,16,128,128,512,7,adamw,0.001,0.02,0,27.67548800003715,241024,241024,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,16,128,2500,0.86259765625,500.0
arch_2l_attn_seq16_d128_adamw_lr0p001_seed1,0.0915750563144683,0.98046875,0.98046875,11.563837051391602,1.0,0.96875,2500,two_layer_attn,all,128,4,16,128,128,512,7,adamw,0.001,0.02,1,27.80341829988174,241024,241024,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,16,128,2500,0.87451171875,500.0
arch_2l_attn_seq16_d256_adamw_lr0p001_seed0,0.6299450993537903,0.935546875,0.927734375,9.65541648864746,0.984375,0.96875,2500,two_layer_attn,all,256,4,16,128,128,512,7,adamw,0.001,0.02,0,24.97390779992565,744192,744192,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,16,256,2500,0.887890625,500.0
arch_2l_attn_seq16_d256_adamw_lr0p001_seed1,0.1115390211343765,0.990234375,0.98828125,12.581026077270508,0.9921875,0.96875,2500,two_layer_attn,all,256,4,16,128,128,512,7,adamw,0.001,0.02,1,25.245436399942264,744192,744192,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,16,256,2500,0.8787109375,500.0
arch_2l_attn_seq16_d64_adamw_lr0p001_seed0,0.0959252715110778,0.96875,0.96875,9.883745193481444,1.0,0.9296875,2500,two_layer_attn,all,64,4,16,128,128,512,7,adamw,0.001,0.02,0,27.625234000151977,87744,87744,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,16,64,2500,0.7951171875,1000.0
arch_2l_attn_seq16_d64_adamw_lr0p001_seed1,0.0986898690462112,0.982421875,0.982421875,9.762908935546877,1.0,0.953125,2500,two_layer_attn,all,64,4,16,128,128,512,7,adamw,0.001,0.02,1,26.96690949983895,87744,87744,16,320000,5440000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,16,64,2500,0.79013671875,750.0
arch_2l_attn_seq32_d128_adamw_lr0p001_seed0,0.2860755622386932,0.9453125,0.9453125,9.278947830200195,0.9765625,0.921875,2500,two_layer_attn,all,128,4,32,128,128,512,7,adamw,0.001,0.02,0,26.98459540004842,243072,243072,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,32,128,2500,0.80859375,750.0
arch_2l_attn_seq32_d128_adamw_lr0p001_seed1,0.1051693558692932,0.98046875,0.98046875,9.859189987182615,1.0,0.953125,2500,two_layer_attn,all,128,4,32,128,128,512,7,adamw,0.001,0.02,1,27.97471609991044,243072,243072,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,32,128,2500,0.8021484375,750.0
arch_2l_attn_seq32_d256_adamw_lr0p001_seed0,0.2502427995204925,0.970703125,0.96875,11.227265357971191,1.0,0.9296875,2500,two_layer_attn,all,256,4,32,128,128,512,7,adamw,0.001,0.02,0,29.854572599986568,748288,748288,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,32,256,2500,0.83916015625,500.0
arch_2l_attn_seq32_d256_adamw_lr0p001_seed1,0.2602834701538086,0.958984375,0.955078125,10.753076553344728,0.9921875,0.9453125,2500,two_layer_attn,all,256,4,32,128,128,512,7,adamw,0.001,0.02,1,30.4605686001014,748288,748288,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,32,256,2500,0.803515625,500.0
arch_2l_attn_seq32_d64_adamw_lr0p001_seed0,0.2534224689006805,0.951171875,0.951171875,9.614625930786133,0.984375,0.890625,2500,two_layer_attn,all,64,4,32,128,128,512,7,adamw,0.001,0.02,0,27.363876699935645,88768,88768,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,32,64,2500,0.78193359375,1000.0
arch_2l_attn_seq32_d64_adamw_lr0p001_seed1,0.0712427869439125,0.984375,0.984375,9.554526329040527,1.0,0.9765625,2500,two_layer_attn,all,64,4,32,128,128,512,7,adamw,0.001,0.02,1,26.07947240001522,88768,88768,32,320000,10560000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,32,64,2500,0.78095703125,1000.0
arch_2l_attn_seq64_d128_adamw_lr0p001_seed0,0.0842129215598106,0.98828125,0.986328125,10.373861312866213,1.0,0.96875,2500,two_layer_attn,all,128,4,64,128,128,512,7,adamw,0.001,0.02,0,32.6423484000843,247168,247168,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,64,128,2500,0.68046875,1000.0
arch_2l_attn_seq64_d128_adamw_lr0p001_seed1,0.1698830127716064,0.966796875,0.966796875,10.195755004882812,0.9921875,0.9453125,2500,two_layer_attn,all,128,4,64,128,128,512,7,adamw,0.001,0.02,1,33.031352000078186,247168,247168,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,64,128,2500,0.67587890625,1250.0
arch_2l_attn_seq64_d256_adamw_lr0p001_seed0,0.626592218875885,0.91796875,0.916015625,8.366506576538086,0.9453125,0.890625,2500,two_layer_attn,all,256,4,64,128,128,512,7,adamw,0.001,0.02,0,42.91654479992576,756480,756480,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,64,256,2500,0.69892578125,1000.0
arch_2l_attn_seq64_d256_adamw_lr0p001_seed1,0.4091338217258453,0.955078125,0.953125,10.694730758666992,0.984375,0.9375,2500,two_layer_attn,all,256,4,64,128,128,512,7,adamw,0.001,0.02,1,43.36232959991321,756480,756480,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,64,256,2500,0.784765625,750.0
arch_2l_attn_seq64_d64_adamw_lr0p001_seed0,0.2752473652362823,0.931640625,0.931640625,7.805804252624512,0.9921875,0.859375,2500,two_layer_attn,all,64,4,64,128,128,512,7,adamw,0.001,0.02,0,28.475649499800056,90816,90816,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,0,64,64,2500,0.44853515625,1750.0
arch_2l_attn_seq64_d64_adamw_lr0p001_seed1,0.2096982300281524,0.958984375,0.958984375,9.012707710266112,0.9921875,0.953125,2500,two_layer_attn,all,64,4,64,128,128,512,7,adamw,0.001,0.02,1,31.29015420004725,90816,90816,64,320000,20800000,512,0.1428571428571428,arch,2L-attn,two_layer_attn,all,adamw,0.001,1,64,64,2500,0.59453125,1500.0
arch_2l_embed_only_seq16_d128_adamw_lr0p001_seed0,4.859155654907227,0.14453125,0.078125,-1.5873777866363523,0.0859375,0.1953125,2500,two_layer_attn,embedding_only,128,4,16,128,128,512,7,adamw,0.001,0.02,0,25.19755609985441,241024,108672,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,16,128,2500,0.14365234375,
arch_2l_embed_only_seq16_d128_adamw_lr0p001_seed1,4.806471347808838,0.1484375,0.08203125,-1.5251376628875732,0.1328125,0.140625,2500,two_layer_attn,embedding_only,128,4,16,128,128,512,7,adamw,0.001,0.02,1,25.553672400070354,241024,108672,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,16,128,2500,0.14541015625,
arch_2l_embed_only_seq16_d256_adamw_lr0p001_seed0,3.604733467102051,0.134765625,0.126953125,-1.9480109214782717,0.1484375,0.140625,2500,two_layer_attn,embedding_only,256,4,16,128,128,512,7,adamw,0.001,0.02,0,26.096485699992627,744192,217344,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,16,256,2500,0.1525390625,
arch_2l_embed_only_seq16_d256_adamw_lr0p001_seed1,3.729690551757813,0.134765625,0.1328125,-2.017021417617798,0.15625,0.140625,2500,two_layer_attn,embedding_only,256,4,16,128,128,512,7,adamw,0.001,0.02,1,25.530177500098944,744192,217344,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,16,256,2500,0.1513671875,
arch_2l_embed_only_seq16_d64_adamw_lr0p001_seed0,5.876229286193848,0.146484375,0.021484375,-0.9206810593605042,0.1328125,0.15625,2500,two_layer_attn,embedding_only,64,4,16,128,128,512,7,adamw,0.001,0.02,0,26.85528130014427,87744,54336,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,16,64,2500,0.14345703125,
arch_2l_embed_only_seq16_d64_adamw_lr0p001_seed1,5.901334762573242,0.123046875,0.01171875,-0.9923100471496582,0.1484375,0.1015625,2500,two_layer_attn,embedding_only,64,4,16,128,128,512,7,adamw,0.001,0.02,1,26.095343300141398,87744,54336,16,320000,5440000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,16,64,2500,0.14130859375,
arch_2l_embed_only_seq32_d128_adamw_lr0p001_seed0,5.243459701538086,0.16015625,0.05859375,-1.3396964073181152,0.15625,0.1484375,2500,two_layer_attn,embedding_only,128,4,32,128,128,512,7,adamw,0.001,0.02,0,26.874786800006405,243072,110720,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,32,128,2500,0.144921875,
arch_2l_embed_only_seq32_d128_adamw_lr0p001_seed1,5.284010410308838,0.140625,0.041015625,-1.3473832607269287,0.1328125,0.1796875,2500,two_layer_attn,embedding_only,128,4,32,128,128,512,7,adamw,0.001,0.02,1,26.29256880003959,243072,110720,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,32,128,2500,0.1474609375,
arch_2l_embed_only_seq32_d256_adamw_lr0p001_seed0,3.7432961463928223,0.119140625,0.11328125,-1.984881043434143,0.1640625,0.1171875,2500,two_layer_attn,embedding_only,256,4,32,128,128,512,7,adamw,0.001,0.02,0,27.97909069992602,748288,221440,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,32,256,2500,0.14189453125,
arch_2l_embed_only_seq32_d256_adamw_lr0p001_seed1,3.631181001663208,0.16796875,0.166015625,-1.735309600830078,0.1484375,0.171875,2500,two_layer_attn,embedding_only,256,4,32,128,128,512,7,adamw,0.001,0.02,1,27.766444999957457,748288,221440,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,32,256,2500,0.15146484375,
arch_2l_embed_only_seq32_d64_adamw_lr0p001_seed0,6.087071895599365,0.154296875,0.01171875,-0.5565001964569092,0.1875,0.140625,2500,two_layer_attn,embedding_only,64,4,32,128,128,512,7,adamw,0.001,0.02,0,27.464846199844036,88768,55360,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,32,64,2500,0.14189453125,
arch_2l_embed_only_seq32_d64_adamw_lr0p001_seed1,6.099143981933594,0.138671875,0.0078125,-0.5605001449584961,0.09375,0.140625,2500,two_layer_attn,embedding_only,64,4,32,128,128,512,7,adamw,0.001,0.02,1,28.45581970014609,88768,55360,32,320000,10560000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,32,64,2500,0.1474609375,
arch_2l_embed_only_seq64_d128_adamw_lr0p001_seed0,5.897854328155518,0.146484375,0.01171875,-0.7959302663803101,0.15625,0.15625,2500,two_layer_attn,embedding_only,128,4,64,128,128,512,7,adamw,0.001,0.02,0,31.46458310005255,247168,114816,64,320000,20800000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,64,128,2500,0.13564453125,
arch_2l_embed_only_seq64_d128_adamw_lr0p001_seed1,5.912351608276367,0.158203125,0.021484375,-0.7708142399787903,0.1953125,0.1875,2500,two_layer_attn,embedding_only,128,4,64,128,128,512,7,adamw,0.001,0.02,1,31.06441630003974,247168,114816,64,320000,20800000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,64,128,2500,0.14775390625,
arch_2l_embed_only_seq64_d256_adamw_lr0p001_seed0,3.9029507637023926,0.140625,0.12109375,-1.9418050050735476,0.1640625,0.1015625,2500,two_layer_attn,embedding_only,256,4,64,128,128,512,7,adamw,0.001,0.02,0,38.332620200002566,756480,229632,64,320000,20800000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,0,64,256,2500,0.14521484375,
arch_2l_embed_only_seq64_d256_adamw_lr0p001_seed1,3.8050241470336914,0.140625,0.13671875,-1.8282628059387207,0.125,0.140625,2500,two_layer_attn,embedding_only,256,4,64,128,128,512,7,adamw,0.001,0.02,1,39.01619259989821,756480,229632,64,320000,20800000,512,0.1428571428571428,arch,2L-embed-only,two_layer_attn,embedding_only,adamw,0.001,1,64,256,2500,0.15283203125,
