run,eval_loss,eval_acc,eval_full_vocab_acc,eval_margin,eval_head_acc,eval_tail_acc,step,variant,train_scope,d_model,n_heads,seq_len,n_q,n_k,n_v,m,optimizer,lr,muon_lr,seed,elapsed_s,params_total,params_trainable,prompt_len,train_episodes,train_tokens,eval_episodes_per_eval,random_baseline,spec_group,spec_label,spec_variant,spec_train_scope,spec_optimizer,spec_lr,spec_seed,spec_seq_len,spec_d_model,spec_steps,auc_acc,t80_step
opt_ngd_seq32_d128_ngd_lr1em06_seed0,6.746143817901611,0.140625,0.0,-0.2829513251781463,0.1328125,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,1e-06,0.02,0,40.50467270007357,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,1e-06,0,32,128,3500,0.15011160714285715,
opt_ngd_seq32_d128_ngd_lr1em06_seed1,6.768752098083496,0.142578125,0.0,-0.2819547951221466,0.1484375,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,1e-06,0.02,1,42.55631899996661,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,1e-06,1,32,128,3500,0.14334542410714285,
opt_ngd_seq32_d128_ngd_lr1em06_seed2,6.747002124786377,0.158203125,0.0,-0.2787850499153137,0.140625,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,1e-06,0.02,2,44.35039929999039,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,1e-06,2,32,128,3500,0.13483537946428573,
opt_ngd_seq32_d128_ngd_lr3em05_seed0,6.736105442047119,0.12890625,0.0,-0.2805472612380981,0.1015625,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-05,0.02,0,43.037350700004026,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-05,0,32,128,3500,0.15025111607142858,
opt_ngd_seq32_d128_ngd_lr3em05_seed1,6.75658130645752,0.158203125,0.0,-0.2793774604797363,0.171875,0.1875,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-05,0.02,1,40.46369170001708,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-05,1,32,128,3500,0.14515904017857142,
opt_ngd_seq32_d128_ngd_lr3em05_seed2,6.737978458404541,0.162109375,0.0,-0.2747401595115661,0.1640625,0.140625,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-05,0.02,2,40.05067889997736,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-05,2,32,128,3500,0.13818359375,
opt_ngd_seq32_d128_ngd_lr3em06_seed0,6.7454142570495605,0.140625,0.0,-0.2826458811759949,0.125,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-06,0.02,0,41.92038540006615,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-06,0,32,128,3500,0.14969308035714285,
opt_ngd_seq32_d128_ngd_lr3em06_seed1,6.767887115478516,0.146484375,0.0,-0.2816632390022278,0.1640625,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-06,0.02,1,43.519239200046286,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-06,1,32,128,3500,0.14334542410714285,
opt_ngd_seq32_d128_ngd_lr3em06_seed2,6.746350288391113,0.158203125,0.0,-0.278402030467987,0.140625,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,ngd,3e-06,0.02,2,45.50158100016415,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,ngd,two_layer_attn,all,ngd,3e-06,2,32,128,3500,0.13539341517857142,
opt_sgd_seq32_d128_sgd_lr0p0001_seed0,6.715023040771484,0.134765625,0.0,-0.2740091979503631,0.0859375,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0001,0.02,0,38.87309619993903,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0001,0,32,128,3500,0.15185546875,
opt_sgd_seq32_d128_sgd_lr0p0001_seed1,6.729342937469482,0.16015625,0.0,-0.273772656917572,0.1640625,0.1875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0001,0.02,1,39.668356999987736,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0001,1,32,128,3500,0.14369419642857142,
opt_sgd_seq32_d128_sgd_lr0p0001_seed2,6.718088150024414,0.154296875,0.0,-0.266446053981781,0.140625,0.140625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0001,0.02,2,38.99952229997143,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0001,2,32,128,3500,0.14027622767857142,
opt_sgd_seq32_d128_sgd_lr0p0003_seed0,6.67337703704834,0.14453125,0.0,-0.253000795841217,0.09375,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0003,0.02,0,37.378746199887246,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0003,0,32,128,3500,0.15262276785714285,
opt_sgd_seq32_d128_sgd_lr0p0003_seed1,6.674665927886963,0.150390625,0.0,-0.2531805336475372,0.15625,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0003,0.02,1,38.15832899999805,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0003,1,32,128,3500,0.14460100446428573,
opt_sgd_seq32_d128_sgd_lr0p0003_seed2,6.6744890213012695,0.12890625,0.0,-0.2469753921031952,0.109375,0.1171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.0003,0.02,2,38.40510619990528,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.0003,2,32,128,3500,0.14034598214285715,
opt_sgd_seq32_d128_sgd_lr0p001_seed0,6.57120418548584,0.14453125,0.0,-0.1918335258960724,0.109375,0.15625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.001,0.02,0,38.76802620012313,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.001,0,32,128,3500,0.15011160714285715,
opt_sgd_seq32_d128_sgd_lr0p001_seed1,6.566435813903809,0.1484375,0.00390625,-0.1874090731143951,0.1484375,0.140625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.001,0.02,1,41.444506200030446,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.001,1,32,128,3500,0.14313616071428573,
opt_sgd_seq32_d128_sgd_lr0p001_seed2,6.568533897399902,0.13671875,0.0,-0.1846493035554886,0.140625,0.1328125,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.001,0.02,2,39.50169620011002,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.001,2,32,128,3500,0.13978794642857142,
opt_sgd_seq32_d128_sgd_lr0p003_seed0,6.420553207397461,0.130859375,0.00390625,-0.0973476022481918,0.09375,0.125,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.003,0.02,0,40.2148541000206,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.003,0,32,128,3500,0.15366908482142858,
opt_sgd_seq32_d128_sgd_lr0p003_seed1,6.421243667602539,0.15234375,0.00390625,-0.0932973846793174,0.1328125,0.1875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.003,0.02,1,39.79824670008384,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.003,1,32,128,3500,0.14453125,
opt_sgd_seq32_d128_sgd_lr0p003_seed2,6.417244911193848,0.125,0.00390625,-0.0908971950411796,0.1171875,0.1171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.003,0.02,2,38.353775300085545,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.003,2,32,128,3500,0.140625,
opt_sgd_seq32_d128_sgd_lr0p01_seed0,6.2834153175354,0.150390625,0.021484375,-0.1412052065134048,0.1484375,0.1796875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.01,0.02,0,38.31191249983385,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.01,0,32,128,3500,0.15046037946428573,
opt_sgd_seq32_d128_sgd_lr0p01_seed1,6.297817707061768,0.162109375,0.01953125,-0.1385548263788223,0.1484375,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.01,0.02,1,38.96991270012222,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.01,1,32,128,3500,0.14529854910714285,
opt_sgd_seq32_d128_sgd_lr0p01_seed2,6.275788307189941,0.14453125,0.025390625,-0.1426791250705719,0.1484375,0.109375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.01,0.02,2,37.80381019995548,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.01,2,32,128,3500,0.14397321428571427,
opt_sgd_seq32_d128_sgd_lr0p03_seed0,6.189099311828613,0.158203125,0.01171875,-0.1875286996364593,0.109375,0.1796875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.03,0.02,0,40.71339589986019,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.03,0,32,128,3500,0.14892578125,
opt_sgd_seq32_d128_sgd_lr0p03_seed1,6.23073673248291,0.158203125,0.0078125,-0.2588614225387573,0.078125,0.2265625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.03,0.02,1,39.14484289987013,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.03,1,32,128,3500,0.15046037946428573,
opt_sgd_seq32_d128_sgd_lr0p03_seed2,6.198217868804932,0.15625,0.01171875,-0.182946428656578,0.1484375,0.140625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.03,0.02,2,38.90972579992376,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.03,2,32,128,3500,0.13950892857142858,
opt_sgd_seq32_d128_sgd_lr0p1_seed0,6.1897478103637695,0.162109375,0.005859375,-0.4894115924835205,0.1484375,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.1,0.02,0,39.96699510002509,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.1,0,32,128,3500,0.14195033482142858,
opt_sgd_seq32_d128_sgd_lr0p1_seed1,6.153567790985107,0.15234375,0.005859375,-0.4723845720291137,0.15625,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.1,0.02,1,39.64363359985873,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.1,1,32,128,3500,0.14369419642857142,
opt_sgd_seq32_d128_sgd_lr0p1_seed2,6.179399967193604,0.12890625,0.001953125,-0.4652221202850342,0.125,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,0.1,0.02,2,38.356211999896914,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,0.1,2,32,128,3500,0.13853236607142858,
opt_sgd_seq32_d128_sgd_lr1em05_seed0,6.742963790893555,0.13671875,0.0,-0.2821285724639892,0.1171875,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-05,0.02,0,38.96037409990095,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-05,0,32,128,3500,0.1494140625,
opt_sgd_seq32_d128_sgd_lr1em05_seed1,6.764956951141357,0.15234375,0.0,-0.2810365557670593,0.171875,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-05,0.02,1,38.99555470002815,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-05,1,32,128,3500,0.14439174107142858,
opt_sgd_seq32_d128_sgd_lr1em05_seed2,6.744162082672119,0.15625,0.0,-0.2774872481822967,0.1484375,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-05,0.02,2,39.62788449996151,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-05,2,32,128,3500,0.13560267857142858,
opt_sgd_seq32_d128_sgd_lr1em06_seed0,6.7461419105529785,0.140625,0.0,-0.282941460609436,0.1328125,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-06,0.02,0,37.61342060007155,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-06,0,32,128,3500,0.15011160714285715,
opt_sgd_seq32_d128_sgd_lr1em06_seed1,6.7687506675720215,0.142578125,0.0,-0.2819475829601288,0.1484375,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-06,0.02,1,37.14483750006184,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-06,1,32,128,3500,0.14334542410714285,
opt_sgd_seq32_d128_sgd_lr1em06_seed2,6.7470011711120605,0.158203125,0.0,-0.2787774801254272,0.140625,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,1e-06,0.02,2,38.49901099991985,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,1e-06,2,32,128,3500,0.13483537946428573,
opt_sgd_seq32_d128_sgd_lr3em05_seed0,6.736106395721436,0.12890625,0.0,-0.2805507779121399,0.1015625,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-05,0.02,0,37.87874990003184,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-05,0,32,128,3500,0.15025111607142858,
opt_sgd_seq32_d128_sgd_lr3em05_seed1,6.756581783294678,0.158203125,0.0,-0.2793783843517303,0.171875,0.1875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-05,0.02,1,37.6693044998683,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-05,1,32,128,3500,0.14515904017857142,
opt_sgd_seq32_d128_sgd_lr3em05_seed2,6.737979412078857,0.162109375,0.0,-0.2747398316860199,0.1640625,0.140625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-05,0.02,2,40.15899200015701,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-05,2,32,128,3500,0.13818359375,
opt_sgd_seq32_d128_sgd_lr3em06_seed0,6.745428085327148,0.140625,0.0,-0.2827240526676178,0.125,0.171875,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-06,0.02,0,40.09000519989058,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-06,0,32,128,3500,0.14969308035714285,
opt_sgd_seq32_d128_sgd_lr3em06_seed1,6.767903327941895,0.146484375,0.0,-0.2817401885986328,0.1640625,0.1640625,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-06,0.02,1,39.39291809988208,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-06,1,32,128,3500,0.14320591517857142,
opt_sgd_seq32_d128_sgd_lr3em06_seed2,6.746366024017334,0.158203125,0.0,-0.278484582901001,0.140625,0.1484375,3500,two_layer_attn,all,128,4,32,128,128,512,7,sgd,3e-06,0.02,2,39.87500010011718,243072,243072,32,448000,14784000,512,0.1428571428571428,opt,sgd,two_layer_attn,all,sgd,3e-06,2,32,128,3500,0.13525390625,
